block_id	seq_id	bin_id	start	end	seq_id2	bin_id2	start2	end2	strand	block_ori	colour_block
254	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	5168094	5312370	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	5072585	5210231	+	-	DroMel#1#X
254	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	5072585	5210231	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	477240	634398	-	-	DroMel#1#X
256	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	5568862	5692721	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	5315144	5437266	+	-	DroMel#1#X
256	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	5315144	5437266	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	5212977	5335018	+	-	DroMel#1#X
256	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	5212977	5335018	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	333711	471954	-	-	DroMel#1#X
257	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	5692945	5747129	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	5437484	5486071	+	-	DroMel#1#X
257	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	5437484	5486071	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	5335235	5383940	+	-	DroMel#1#X
257	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	5335235	5383940	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	14813214	14880365	-	-	DroMel#1#X
258	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	5747828	6035786	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	5486712	5765343	+	+	DroMel#1#X
258	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	5486712	5765343	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	5384646	5667006	+	+	DroMel#1#X
258	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	5384646	5667006	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	18211924	18579265	+	+	DroMel#1#X
259	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	6038089	6224894	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	5768192	5949687	+	-	DroMel#1#X
259	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	5768192	5949687	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	5669271	5852155	+	-	DroMel#1#X
259	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	5669271	5852155	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	21883385	22104532	-	-	DroMel#1#X
260	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	6225815	6287734	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	5950592	6013164	+	+	DroMel#1#X
260	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	5950592	6013164	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	5853062	5911321	+	+	DroMel#1#X
260	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	5853062	5911321	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	17950847	18020552	+	+	DroMel#1#X
261	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	6288230	6779418	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	6013660	6473748	+	-	DroMel#1#X
261	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	6013660	6473748	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	5911817	6366420	+	-	DroMel#1#X
261	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	5911817	6366420	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	4992123	5510428	-	-	DroMel#1#X
262	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	6780772	7101965	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	6475025	6819384	+	+	DroMel#1#X
262	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	6475025	6819384	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	6367730	6683226	+	+	DroMel#1#X
262	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	6367730	6683226	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	7667672	8048995	+	+	DroMel#1#X
263	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	7103835	7804963	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	6821203	7505063	+	+	DroMel#1#X
263	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	6821203	7505063	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	6685020	7370181	+	+	DroMel#1#X
263	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	6685020	7370181	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	23614614	24467239	+	+	DroMel#1#X
265	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	7808294	7986593	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	7508785	7693036	+	+	DroMel#1#X
265	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	7508785	7693036	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	7373466	7547862	+	+	DroMel#1#X
265	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	7373466	7547862	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	24488741	24694394	+	+	DroMel#1#X
266	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	7987074	8404483	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	7693516	8154886	+	-	DroMel#1#X
266	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	7693516	8154886	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	7548335	7976612	+	-	DroMel#1#X
266	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	7548335	7976612	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	13441971	13978531	-	-	DroMel#1#X
267	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	8405092	8436571	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	8155508	8186943	+	-	DroMel#1#X
267	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	8155508	8186943	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	7977200	8008943	+	-	DroMel#1#X
267	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	7977200	8008943	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	18977599	19013277	-	-	DroMel#1#X
268	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	8437472	8517009	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	8187842	8267274	+	+	DroMel#1#X
268	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	8187842	8267274	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	8009850	8089845	+	+	DroMel#1#X
268	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	8009850	8089845	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	22105567	22205556	+	+	DroMel#1#X
269	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	8517761	8676748	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	8267986	8423395	+	-	DroMel#1#X
269	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	8267986	8423395	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	8090556	8248585	+	-	DroMel#1#X
269	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	8090556	8248585	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	1018390	1214180	-	-	DroMel#1#X
270	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	8677831	8734233	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	8424473	8475713	+	+	DroMel#1#X
270	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	8424473	8475713	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	8249679	8302829	+	+	DroMel#1#X
270	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	8249679	8302829	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	4500772	4568271	+	+	DroMel#1#X
271	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	8744405	9085608	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	8622269	8947148	-	-	DroMel#1#X
271	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	8622269	8947148	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	8313931	8637156	-	-	DroMel#1#X
271	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	8313931	8637156	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	4582468	4988215	+	-	DroMel#1#X
272	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	9089746	9103605	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	8601067	8614718	-	-	DroMel#1#X
272	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	8601067	8614718	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	8639928	8653866	-	-	DroMel#1#X
272	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	8639928	8653866	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	6982291	6996096	+	-	DroMel#1#X
273	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	9104317	9161773	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	8543981	8600338	-	-	DroMel#1#X
273	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	8543981	8600338	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	8654594	8711272	-	-	DroMel#1#X
273	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	8654594	8711272	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	6137894	6199991	+	-	DroMel#1#X
274	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	9163258	9203407	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	8503242	8542511	-	-	DroMel#1#X
274	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	8503242	8542511	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	8712740	8752239	-	-	DroMel#1#X
274	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	8712740	8752239	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	4282341	4329468	-	-	DroMel#1#X
275	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	9204690	10325460	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	8990605	10114442	+	-	DroMel#1#X
275	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	8990605	10114442	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	8757182	9892655	+	-	DroMel#1#X
275	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	8757182	9892655	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	2976707	4280609	-	-	DroMel#1#X
276	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	10327427	10744893	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	10116842	10527976	+	-	DroMel#1#X
276	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	10116842	10527976	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	9894643	10292318	+	-	DroMel#1#X
276	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	9894643	10292318	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	13984602	14572919	-	-	DroMel#1#X
277	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	10746169	10769547	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	10529238	10551954	+	+	DroMel#1#X
277	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	10529238	10551954	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	10293576	10316503	+	+	DroMel#1#X
277	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	10293576	10316503	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	24699504	24731819	+	+	DroMel#1#X
278	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	10772268	11354944	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	10554559	11111668	+	+	DroMel#1#X
278	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	10554559	11111668	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	10319134	10876571	+	+	DroMel#1#X
278	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	10319134	10876571	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	22470055	23205922	+	+	DroMel#1#X
279	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	11355914	11579277	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	11112609	11326494	+	-	DroMel#1#X
279	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	11112609	11326494	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	10877497	11107287	+	-	DroMel#1#X
279	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	10877497	11107287	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	9120316	9376649	-	-	DroMel#1#X
280	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	11600230	11868209	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	11333774	11573859	+	-	DroMel#1#X
280	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	11333774	11573859	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	11114565	11357119	+	-	DroMel#1#X
280	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	11114565	11357119	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	19914718	20261738	-	-	DroMel#1#X
281	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	11869240	12011538	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	11574886	11749573	+	+	DroMel#1#X
281	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	11574886	11749573	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	11358154	11497747	+	+	DroMel#1#X
281	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	11358154	11497747	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	12228873	12385208	+	+	DroMel#1#X
282	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	12016024	12592144	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	11755712	12357890	+	+	DroMel#1#X
282	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	11755712	12357890	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	11502113	12072434	+	+	DroMel#1#X
282	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	11502113	12072434	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	17169951	17939344	+	+	DroMel#1#X
283	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	12592529	13128529	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	12358280	12896348	+	-	DroMel#1#X
283	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	12358280	12896348	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	12072822	12609016	+	-	DroMel#1#X
283	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	12072822	12609016	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	21086944	21880242	-	-	DroMel#1#X
284	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	13129033	13153303	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	12896850	12920828	+	+	DroMel#1#X
284	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	12896850	12920828	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	12609521	12633850	+	+	DroMel#1#X
284	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	12609521	12633850	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	17063985	17097288	+	+	DroMel#1#X
285	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	13155146	13401102	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	12924646	13205877	+	-	DroMel#1#X
285	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	12924646	13205877	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	12637655	12886828	+	-	DroMel#1#X
285	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	12637655	12886828	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	20294494	20603503	-	-	DroMel#1#X
286	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	13403510	13611182	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	13207713	13450761	+	-	DroMel#1#X
286	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	13207713	13450761	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	12888674	13097951	+	-	DroMel#1#X
286	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	12888674	13097951	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	22207374	22466766	-	-	DroMel#1#X
287	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	13613189	14831770	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	13452758	14669815	+	+	DroMel#1#X
287	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	13452758	14669815	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	13099957	14256624	+	+	DroMel#1#X
287	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	13099957	14256624	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	10781778	12227958	+	+	DroMel#1#X
288	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	14832922	15413055	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	14671135	15294638	+	-	DroMel#1#X
288	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	14671135	15294638	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	14257960	14857529	+	-	DroMel#1#X
288	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	14257960	14857529	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	19204546	19912814	-	-	DroMel#1#X
289	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	15419318	15569264	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	15361733	15566153	+	-	DroMel#1#X
289	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	15361733	15566153	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	14859430	15014312	+	-	DroMel#1#X
289	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	14859430	15014312	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	19015286	19202548	-	-	DroMel#1#X
290	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	15571017	15976293	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	15567850	15972685	+	-	DroMel#1#X
290	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	15567850	15972685	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	15016016	15440079	+	-	DroMel#1#X
290	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	15016016	15440079	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	12987027	13441305	-	-	DroMel#1#X
291	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	15978125	16008716	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	16066027	16096431	+	-	DroMel#1#X
291	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	16066027	16096431	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	15443320	15475204	+	-	DroMel#1#X
291	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	15443320	15475204	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	12949390	12986143	-	-	DroMel#1#X
292	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	16063732	16421254	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	16150251	16517861	+	-	DroMel#1#X
292	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	16150251	16517861	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	15529150	15868647	+	-	DroMel#1#X
292	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	15529150	15868647	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	12387880	12784504	-	-	DroMel#1#X
293	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	16423138	16441164	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	16519753	16537667	+	-	DroMel#1#X
293	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	16519753	16537667	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	15870536	15888468	+	-	DroMel#1#X
293	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	15870536	15888468	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	17141108	17162176	-	-	DroMel#1#X
294	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	16441572	16587114	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	16538076	16686608	+	-	DroMel#1#X
294	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	16538076	16686608	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	15888881	16026630	+	-	DroMel#1#X
294	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	15888881	16026630	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	18653392	18843483	-	-	DroMel#1#X
296	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	16593772	16650913	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	16693295	16749750	+	-	DroMel#1#X
296	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	16693295	16749750	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	16033344	16090074	+	-	DroMel#1#X
296	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	16033344	16090074	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	18581423	18646258	-	-	DroMel#1#X
297	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	16652133	16683698	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	16750958	16782302	+	+	DroMel#1#X
297	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	16750958	16782302	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	16091279	16122710	+	+	DroMel#1#X
297	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	16091279	16122710	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	18937362	18975690	+	+	DroMel#1#X
298	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	16684242	16751525	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	16782902	16852533	+	-	DroMel#1#X
298	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	16782902	16852533	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	16123294	16190250	+	-	DroMel#1#X
298	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	16123294	16190250	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	18844648	18935973	-	-	DroMel#1#X
299	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	16752185	16786372	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	16857862	16891570	+	-	DroMel#1#X
299	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	16857862	16891570	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	16190893	16226819	+	-	DroMel#1#X
299	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	16190893	16226819	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	17100407	17140075	-	-	DroMel#1#X
300	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	16787944	17157693	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	16894324	17301278	+	+	DroMel#1#X
300	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	16894324	17301278	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	16229425	16610421	+	+	DroMel#1#X
300	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	16229425	16610421	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	20604007	21082166	+	+	DroMel#1#X
301	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	17160096	17301492	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	17303637	17449474	+	-	DroMel#1#X
301	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	17303637	17449474	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	16612788	16774334	+	-	DroMel#1#X
301	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	16612788	16774334	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	18022974	18209101	-	-	DroMel#1#X
302	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	17302681	17851983	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	17450713	18004892	+	+	DroMel#1#X
302	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	17450713	18004892	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	16775622	17324298	+	+	DroMel#1#X
302	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	16775622	17324298	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	5516621	6135474	+	+	DroMel#1#X
303	DroMel#1#X	Drosophila_melanogaster_GCF_000001215.4.fasta	17853050	17906213	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	18005933	18048923	+	+	DroMel#1#X
303	DroSech#1#X	Drosophila_sechellia_GCF_004382195.2.fasta	18005933	18048923	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	17325319	17368517	+	+	DroMel#1#X
303	DroSim#1#X	Drosophila_simulans_GCF_016746395.2.fasta	17325319	17368517	DroSuz#1#X	Drosophila_suzuki_GCF_043229965.1.fasta	6999133	7045709	+	+	DroMel#1#X
